# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, 2tLadderQ_timing_secs
Mon Jan  9 08:58:11 EST 2017, 4460, 0.810, 3, 0.330, 362, 55, 18, 18, 48, 40.237, 39.667
Mon Jan  9 08:58:57 EST 2017, 3222, 0.430, 7, 0.710, 474, 66, 11, 11, 59, 45.850, 45.817
Mon Jan  9 08:58:57 EST 2017, 8172, 0.930, 2, 0.210, 324, 21, 1, 36, 14, 0.473, 0.480
Mon Jan  9 08:59:55 EST 2017, 5697, 0.180, 4, 0.960, 399, 88, 6, 24, 82, 55.370, 55.713
Mon Jan  9 09:01:09 EST 2017, 747, 0.680, 9, 0.460, 549, 43, 15, 49, 37, 73.797, 73.620
Mon Jan  9 09:01:20 EST 2017, 1057, 0.210, 5, 0.300, 503, 24, 5, 35, 40, 10.317, 10.273
Mon Jan  9 09:01:52 EST 2017, 6007, 0.710, 1, 0.800, 353, 69, 15, 10, 85, 31.107, 30.277
Mon Jan  9 09:02:19 EST 2017, 8482, 0.460, 3, 0.050, 428, 46, 19, 47, 17, 27.333, 27.170
Mon Jan  9 09:04:11 EST 2017, 3532, 0.960, 7, 0.550, 578, 91, 10, 22, 62, 108.030, 109.177
Mon Jan  9 09:04:18 EST 2017, 4769, 0.340, 2, 0.430, 390, 80, 3, 4, 51, 6.120, 6.073
Mon Jan  9 09:05:40 EST 2017, 9719, 0.840, 6, 0.930, 540, 35, 12, 29, 96, 81.250, 77.800
Mon Jan  9 09:06:13 EST 2017, 7244, 0.090, 9, 0.180, 465, 57, 17, 16, 28, 32.217, 32.623
Mon Jan  9 09:06:23 EST 2017, 2294, 0.590, 4, 0.680, 315, 12, 8, 41, 73, 9.520, 9.583
Mon Jan  9 09:06:26 EST 2017, 1675, 0.400, 8, 0.990, 371, 18, 4, 13, 45, 2.697, 2.770
Mon Jan  9 09:09:08 EST 2017, 6625, 0.900, 3, 0.490, 521, 63, 14, 38, 90, 156.043, 161.270
Mon Jan  9 09:09:14 EST 2017, 9100, 0.150, 1, 0.740, 596, 41, 18, 0, 23, 4.463, 4.773
Mon Jan  9 09:10:38 EST 2017, 4150, 0.650, 6, 0.240, 446, 86, 9, 25, 68, 82.257, 82.573
Mon Jan  9 09:10:59 EST 2017, 2913, 0.030, 5, 0.870, 559, 97, 2, 44, 34, 19.393, 19.653
Mon Jan  9 09:11:57 EST 2017, 7863, 0.530, 9, 0.370, 409, 52, 11, 19, 79, 56.900, 55.013
Mon Jan  9 09:12:16 EST 2017, 5388, 0.280, 7, 0.620, 334, 74, 16, 32, 12, 18.160, 18.467
Mon Jan  9 09:12:22 EST 2017, 438, 0.780, 2, 0.120, 484, 29, 6, 7, 57, 5.850, 5.763
Mon Jan  9 09:12:58 EST 2017, 593, 0.010, 7, 0.690, 395, 84, 19, 37, 13, 35.220, 35.180
Mon Jan  9 09:13:19 EST 2017, 5543, 0.510, 3, 0.190, 545, 39, 9, 12, 58, 20.207, 20.267
Mon Jan  9 09:13:26 EST 2017, 8018, 0.260, 1, 0.940, 470, 62, 4, 25, 35, 6.243, 6.480
Mon Jan  9 09:13:32 EST 2017, 3068, 0.760, 5, 0.440, 320, 17, 14, 0, 80, 6.577, 6.373
Mon Jan  9 09:13:46 EST 2017, 4305, 0.390, 4, 0.570, 507, 28, 16, 18, 24, 12.913, 12.840
Mon Jan  9 09:14:52 EST 2017, 9255, 0.890, 8, 0.070, 357, 73, 7, 43, 69, 65.003, 65.777
Mon Jan  9 09:14:56 EST 2017, 6780, 0.140, 6, 0.820, 432, 50, 2, 6, 47, 4.010, 4.050
Mon Jan  9 09:17:37 EST 2017, 1830, 0.640, 2, 0.320, 582, 95, 11, 31, 92, 149.180, 156.487
Mon Jan  9 09:18:28 EST 2017, 2449, 0.320, 6, 0.010, 526, 90, 17, 9, 30, 47.850, 48.557
Mon Jan  9 09:18:51 EST 2017, 7399, 0.820, 1, 0.510, 376, 45, 8, 34, 75, 19.813, 18.673
Mon Jan  9 09:19:00 EST 2017, 9874, 0.070, 3, 0.260, 301, 67, 3, 22, 52, 8.987, 9.013
Mon Jan  9 09:20:09 EST 2017, 4924, 0.570, 8, 0.760, 451, 22, 13, 47, 97, 67.107, 67.237
Mon Jan  9 09:20:12 EST 2017, 3686, 0.200, 2, 0.130, 338, 11, 15, 28, 19, 2.763, 2.740
Mon Jan  9 09:20:28 EST 2017, 8636, 0.700, 7, 0.630, 488, 56, 6, 3, 64, 15.963, 15.750
Mon Jan  9 09:20:32 EST 2017, 6161, 0.450, 9, 0.380, 563, 33, 1, 40, 41, 4.017, 3.970
Mon Jan  9 09:21:40 EST 2017, 1211, 0.950, 4, 0.880, 413, 78, 10, 15, 86, 67.763, 65.083
Mon Jan  9 09:21:52 EST 2017, 902, 0.480, 1, 0.850, 329, 59, 10, 4, 78, 11.290, 10.960
Mon Jan  9 09:22:07 EST 2017, 5852, 0.980, 6, 0.350, 479, 14, 19, 29, 33, 14.850, 14.827
Mon Jan  9 09:23:50 EST 2017, 8327, 0.230, 8, 0.600, 554, 81, 14, 17, 55, 100.843, 100.173
Mon Jan  9 09:23:53 EST 2017, 3377, 0.730, 4, 0.100, 404, 36, 5, 42, 10, 3.250, 3.337
Mon Jan  9 09:25:13 EST 2017, 4614, 0.110, 7, 0.970, 592, 48, 7, 36, 89, 78.887, 78.883
Mon Jan  9 09:26:03 EST 2017, 9564, 0.610, 2, 0.470, 442, 93, 17, 11, 44, 48.590, 47.713
Mon Jan  9 09:26:41 EST 2017, 7089, 0.360, 5, 0.720, 367, 25, 12, 48, 66, 37.693, 37.413
Mon Jan  9 09:26:49 EST 2017, 2139, 0.860, 9, 0.220, 517, 70, 3, 23, 21, 7.907, 7.783
Mon Jan  9 09:28:45 EST 2017, 1521, 0.170, 3, 0.410, 460, 76, 8, 45, 94, 115.570, 115.280
Mon Jan  9 09:29:09 EST 2017, 6471, 0.670, 8, 0.910, 310, 31, 18, 20, 49, 23.717, 23.450
Mon Jan  9 09:31:38 EST 2017, 8946, 0.420, 5, 0.160, 385, 98, 13, 32, 72, 143.930, 145.697
Mon Jan  9 09:31:41 EST 2017, 3996, 0.920, 1, 0.660, 535, 53, 4, 7, 27, 2.663, 2.610
Mon Jan  9 09:32:06 EST 2017, 2758, 0.290, 9, 0.290, 423, 42, 6, 14, 83, 24.327, 22.660
Mon Jan  9 09:34:17 EST 2017, 7708, 0.790, 4, 0.790, 573, 87, 16, 39, 38, 130.920, 127.313
Mon Jan  9 09:34:23 EST 2017, 5233, 0.040, 2, 0.040, 498, 19, 11, 1, 61, 5.153, 5.270
Mon Jan  9 09:34:24 EST 2017, 283, 0.540, 6, 0.540, 348, 64, 1, 26, 16, 1.510, 1.557
Mon Jan  9 09:36:44 EST 2017, 361, 0.140, 2, 0.900, 547, 71, 16, 43, 67, 137.917, 134.580
Mon Jan  9 09:36:49 EST 2017, 5311, 0.640, 7, 0.400, 397, 26, 7, 18, 22, 4.207, 4.277
Mon Jan  9 09:37:14 EST 2017, 7786, 0.390, 9, 0.650, 322, 93, 2, 31, 90, 25.023, 24.403
Mon Jan  9 09:37:33 EST 2017, 2836, 0.890, 4, 0.150, 472, 48, 11, 6, 45, 17.757, 17.163
Mon Jan  9 09:38:17 EST 2017, 4073, 0.270, 6, 0.780, 360, 37, 18, 24, 56, 43.643, 42.640
Mon Jan  9 09:38:27 EST 2017, 9023, 0.770, 1, 0.280, 510, 82, 9, 49, 11, 9.653, 9.690
Mon Jan  9 09:38:32 EST 2017, 6548, 0.020, 3, 0.530, 585, 15, 4, 12, 78, 5.187, 5.280
Mon Jan  9 09:39:27 EST 2017, 1598, 0.520, 8, 0.030, 435, 60, 14, 37, 33, 54.420, 54.350
Mon Jan  9 09:40:15 EST 2017, 2217, 0.460, 5, 0.340, 378, 65, 15, 9, 61, 46.143, 46.387
Mon Jan  9 09:40:19 EST 2017, 7167, 0.960, 9, 0.840, 528, 20, 5, 34, 16, 3.570, 3.607
Mon Jan  9 09:40:33 EST 2017, 9642, 0.210, 7, 0.090, 453, 88, 1, 21, 84, 13.160, 12.833
Mon Jan  9 09:40:55 EST 2017, 4692, 0.710, 3, 0.590, 303, 43, 10, 46, 39, 21.860, 21.697
Mon Jan  9 09:43:03 EST 2017, 3454, 0.080, 8, 0.470, 491, 54, 17, 27, 73, 127.533, 125.423
Mon Jan  9 09:43:12 EST 2017, 8404, 0.580, 4, 0.970, 341, 99, 8, 2, 28, 8.813, 8.680
Mon Jan  9 09:43:24 EST 2017, 5929, 0.330, 2, 0.220, 416, 31, 3, 40, 95, 12.400, 12.340
Mon Jan  9 09:44:35 EST 2017, 979, 0.830, 6, 0.720, 566, 76, 13, 15, 50, 70.607, 67.753
Mon Jan  9 09:44:56 EST 2017, 1289, 0.360, 9, 0.500, 481, 96, 7, 1, 47, 19.597, 20.083
Mon Jan  9 09:46:33 EST 2017, 6239, 0.860, 5, 0.000, 331, 51, 17, 26, 92, 95.797, 92.220
Mon Jan  9 09:46:48 EST 2017, 8714, 0.110, 2, 0.750, 406, 74, 12, 13, 25, 14.003, 13.747
Mon Jan  9 09:46:59 EST 2017, 3764, 0.610, 7, 0.250, 556, 29, 2, 38, 70, 11.257, 11.137
Mon Jan  9 09:47:09 EST 2017, 5001, 0.240, 4, 0.620, 444, 17, 10, 32, 36, 9.637, 9.480
Mon Jan  9 09:49:22 EST 2017, 9951, 0.740, 8, 0.120, 594, 62, 19, 7, 81, 127.193, 129.223
Mon Jan  9 09:49:42 EST 2017, 7476, 0.490, 6, 0.870, 519, 40, 14, 45, 14, 19.633, 19.863
Mon Jan  9 09:49:55 EST 2017, 2526, 0.990, 1, 0.370, 369, 85, 5, 20, 59, 13.043, 12.903
Mon Jan  9 09:50:30 EST 2017, 1907, 0.050, 6, 0.190, 313, 79, 6, 48, 42, 34.220, 33.743
Mon Jan  9 09:51:15 EST 2017, 6857, 0.550, 2, 0.690, 463, 34, 15, 23, 87, 43.940, 44.173
Mon Jan  9 09:51:40 EST 2017, 9332, 0.300, 4, 0.440, 538, 57, 11, 35, 19, 24.440, 24.147
Mon Jan  9 09:51:41 EST 2017, 4382, 0.800, 9, 0.940, 388, 12, 1, 10, 64, 0.970, 0.963
Mon Jan  9 09:51:48 EST 2017, 3145, 0.430, 1, 0.060, 575, 23, 8, 16, 53, 6.353, 6.357
Mon Jan  9 09:56:03 EST 2017, 8095, 0.930, 5, 0.560, 425, 68, 18, 41, 98, 252.203, 244.497
Mon Jan  9 09:56:12 EST 2017, 5620, 0.180, 7, 0.310, 350, 45, 13, 4, 31, 8.847, 8.763
Mon Jan  9 09:56:56 EST 2017, 670, 0.680, 3, 0.810, 500, 90, 4, 29, 76, 43.677, 43.113
Mon Jan  9 09:57:02 EST 2017, 515, 0.380, 7, 0.480, 420, 13, 12, 22, 29, 5.607, 5.473
Mon Jan  9 09:57:21 EST 2017, 5465, 0.880, 2, 0.980, 570, 58, 2, 47, 74, 18.917, 18.937
Mon Jan  9 09:57:34 EST 2017, 7940, 0.130, 5, 0.230, 495, 36, 7, 9, 52, 12.360, 11.893
Mon Jan  9 10:00:48 EST 2017, 2990, 0.630, 9, 0.730, 345, 81, 16, 34, 97, 186.970, 192.600
Mon Jan  9 10:01:10 EST 2017, 4228, 0.000, 1, 0.360, 458, 92, 14, 41, 18, 21.680, 21.367
Mon Jan  9 10:01:20 EST 2017, 9178, 0.500, 6, 0.860, 308, 47, 4, 16, 63, 9.580, 9.477
Mon Jan  9 10:01:57 EST 2017, 6703, 0.250, 8, 0.110, 383, 69, 9, 28, 40, 35.460, 35.070
Mon Jan  9 10:02:23 EST 2017, 1753, 0.750, 3, 0.610, 533, 24, 19, 3, 85, 25.453, 24.467
Mon Jan  9 10:02:30 EST 2017, 2371, 0.190, 8, 0.790, 589, 30, 10, 25, 12, 6.710, 6.810
Mon Jan  9 10:02:33 EST 2017, 7321, 0.690, 4, 0.290, 439, 75, 1, 0, 57, 2.963, 3.020
Mon Jan  9 10:02:45 EST 2017, 9796, 0.440, 2, 0.540, 364, 52, 6, 38, 35, 12.220, 12.213
Mon Jan  9 10:05:29 EST 2017, 4846, 0.940, 6, 0.040, 514, 97, 15, 13, 80, 160.323, 155.797
Mon Jan  9 10:05:42 EST 2017, 3609, 0.320, 3, 0.920, 327, 86, 13, 6, 23, 11.747, 10.960
Mon Jan  9 10:05:59 EST 2017, 8559, 0.820, 7, 0.420, 477, 41, 3, 31, 68, 16.310, 16.797
Mon Jan  9 10:06:36 EST 2017, 6084, 0.070, 5, 0.670, 552, 64, 8, 19, 46, 36.153, 35.387
Mon Jan  9 10:07:03 EST 2017, 1134, 0.570, 1, 0.170, 402, 19, 18, 44, 91, 26.453, 26.340
Mon Jan  9 10:07:20 EST 2017, 825, 0.100, 4, 0.080, 355, 38, 3, 33, 99, 15.967, 15.667
Mon Jan  9 10:08:17 EST 2017, 5775, 0.600, 9, 0.580, 505, 83, 12, 8, 54, 56.930, 54.320
Mon Jan  9 10:09:20 EST 2017, 8250, 0.350, 7, 0.330, 580, 16, 17, 45, 77, 62.837, 61.943
Mon Jan  9 10:09:33 EST 2017, 3300, 0.850, 2, 0.830, 430, 61, 7, 20, 32, 11.797, 11.733
Mon Jan  9 10:10:03 EST 2017, 4537, 0.470, 8, 0.200, 542, 72, 5, 2, 88, 27.873, 28.283
Mon Jan  9 10:10:23 EST 2017, 9487, 0.970, 3, 0.700, 392, 27, 15, 27, 43, 19.130, 19.020
Mon Jan  9 10:11:07 EST 2017, 7012, 0.220, 1, 0.450, 317, 95, 19, 14, 66, 43.043, 42.300
Mon Jan  9 10:11:29 EST 2017, 2062, 0.720, 5, 0.950, 467, 50, 10, 39, 21, 21.807, 21.573
Mon Jan  9 10:11:40 EST 2017, 1443, 0.290, 3, 0.640, 524, 44, 2, 17, 83, 10.580, 10.307
Mon Jan  9 10:12:51 EST 2017, 6393, 0.790, 7, 0.140, 374, 89, 11, 42, 38, 70.213, 69.837
Mon Jan  9 10:13:05 EST 2017, 8868, 0.040, 9, 0.890, 449, 22, 16, 5, 60, 14.013, 13.610
Mon Jan  9 10:13:19 EST 2017, 3918, 0.540, 5, 0.390, 599, 67, 6, 30, 15, 13.073, 13.037
Mon Jan  9 10:14:07 EST 2017, 2681, 0.160, 6, 0.510, 411, 55, 4, 48, 94, 47.820, 47.207
Mon Jan  9 10:14:12 EST 2017, 7631, 0.660, 1, 0.010, 561, 10, 13, 23, 49, 4.770, 4.770
Mon Jan  9 10:17:37 EST 2017, 5156, 0.410, 4, 0.760, 486, 78, 18, 36, 71, 203.730, 202.197
Mon Jan  9 10:17:43 EST 2017, 206, 0.910, 8, 0.260, 336, 33, 9, 11, 26, 5.050, 5.147
Mon Jan  9 10:17:47 EST 2017, 245, 0.080, 6, 0.840, 471, 19, 15, 3, 23, 3.940, 4.143
Mon Jan  9 10:18:00 EST 2017, 5195, 0.580, 1, 0.340, 321, 64, 5, 28, 68, 11.837, 11.983
Mon Jan  9 10:18:02 EST 2017, 7670, 0.330, 4, 0.590, 396, 42, 1, 15, 46, 2.080, 2.160
Mon Jan  9 10:21:46 EST 2017, 2720, 0.830, 8, 0.090, 546, 87, 10, 40, 91, 222.030, 221.053
Mon Jan  9 10:22:10 EST 2017, 3957, 0.450, 2, 0.960, 433, 98, 17, 34, 12, 23.653, 23.847
Mon Jan  9 10:22:41 EST 2017, 8907, 0.950, 7, 0.460, 583, 53, 8, 9, 57, 28.553, 29.160
Mon Jan  9 10:23:05 EST 2017, 6432, 0.200, 9, 0.710, 508, 75, 3, 47, 34, 22.417, 22.603
Mon Jan  9 10:23:36 EST 2017, 1482, 0.700, 5, 0.210, 358, 30, 12, 22, 79, 30.570, 29.867
Mon Jan  9 10:23:46 EST 2017, 2101, 0.270, 7, 0.400, 302, 25, 16, 44, 17, 10.220, 10.247
Mon Jan  9 10:24:16 EST 2017, 7051, 0.770, 3, 0.900, 452, 70, 6, 19, 62, 28.840, 28.703
Mon Jan  9 10:24:20 EST 2017, 9526, 0.020, 1, 0.150, 527, 47, 2, 31, 40, 3.743, 3.703
Mon Jan  9 10:25:28 EST 2017, 4576, 0.520, 5, 0.650, 377, 92, 11, 6, 85, 65.140, 63.937
Mon Jan  9 10:26:19 EST 2017, 3338, 0.140, 4, 0.280, 565, 81, 18, 12, 29, 50.197, 47.817
Mon Jan  9 10:27:04 EST 2017, 8288, 0.640, 9, 0.780, 415, 36, 9, 37, 74, 44.880, 44.720
Mon Jan  9 10:27:10 EST 2017, 5813, 0.390, 6, 0.030, 340, 58, 4, 0, 51, 5.163, 5.323
Mon Jan  9 10:27:29 EST 2017, 863, 0.890, 2, 0.530, 490, 13, 14, 25, 96, 18.707, 18.810
Mon Jan  9 10:28:10 EST 2017, 1173, 0.420, 3, 0.740, 555, 33, 6, 39, 93, 37.987, 39.480
Mon Jan  9 10:29:10 EST 2017, 6123, 0.920, 8, 0.240, 405, 78, 15, 14, 48, 59.580, 57.153
Mon Jan  9 10:29:19 EST 2017, 8598, 0.170, 5, 0.990, 330, 11, 11, 26, 71, 8.977, 8.963
Mon Jan  9 10:29:20 EST 2017, 3648, 0.670, 1, 0.490, 480, 56, 1, 1, 26, 0.563, 0.583
Mon Jan  9 10:30:11 EST 2017, 4885, 0.050, 9, 0.620, 368, 67, 8, 20, 82, 50.163, 50.573
Mon Jan  9 10:30:47 EST 2017, 9835, 0.550, 4, 0.120, 518, 22, 18, 45, 37, 34.647, 34.617
Mon Jan  9 10:31:47 EST 2017, 7360, 0.300, 2, 0.870, 593, 89, 13, 8, 60, 56.440, 59.110
Mon Jan  9 10:31:52 EST 2017, 2410, 0.800, 7, 0.370, 443, 44, 4, 33, 15, 4.857, 4.850
Mon Jan  9 10:32:12 EST 2017, 1791, 0.230, 2, 0.060, 387, 50, 7, 11, 88, 18.753, 17.943
Mon Jan  9 10:35:03 EST 2017, 6741, 0.730, 6, 0.560, 537, 95, 17, 36, 43, 166.790, 162.940
Mon Jan  9 10:35:36 EST 2017, 9216, 0.480, 8, 0.310, 462, 28, 12, 23, 65, 32.353, 32.860
Mon Jan  9 10:35:41 EST 2017, 4266, 0.980, 4, 0.810, 312, 73, 2, 48, 20, 4.787, 4.760
Mon Jan  9 10:37:31 EST 2017, 3029, 0.360, 7, 0.180, 499, 61, 9, 30, 99, 109.173, 107.170
Mon Jan  9 10:37:38 EST 2017, 7979, 0.860, 3, 0.680, 349, 16, 19, 5, 54, 6.770, 6.643
Mon Jan  9 10:40:53 EST 2017, 5504, 0.110, 5, 0.430, 424, 84, 14, 42, 77, 191.180, 184.087
Mon Jan  9 10:41:03 EST 2017, 554, 0.610, 9, 0.930, 574, 39, 5, 17, 32, 9.387, 9.633
Mon Jan  9 10:41:41 EST 2017, 709, 0.310, 1, 0.260, 344, 77, 10, 37, 72, 36.457, 37.013
Mon Jan  9 10:41:43 EST 2017, 5659, 0.810, 5, 0.760, 494, 32, 1, 12, 27, 1.130, 1.127
Mon Jan  9 10:44:57 EST 2017, 8134, 0.060, 8, 0.010, 569, 99, 6, 49, 95, 188.957, 188.237
Mon Jan  9 10:45:44 EST 2017, 3184, 0.560, 3, 0.510, 419, 54, 15, 24, 50, 45.973, 45.380
Mon Jan  9 10:46:15 EST 2017, 4421, 0.190, 6, 0.380, 532, 43, 13, 5, 61, 29.220, 30.053
Mon Jan  9 10:46:19 EST 2017, 9371, 0.690, 2, 0.880, 382, 88, 3, 30, 16, 4.440, 4.433
Mon Jan  9 10:46:30 EST 2017, 6896, 0.440, 4, 0.130, 307, 20, 8, 18, 84, 10.230, 10.283
Mon Jan  9 10:48:12 EST 2017, 1946, 0.940, 9, 0.630, 457, 65, 17, 43, 39, 100.997, 97.760
Mon Jan  9 10:48:59 EST 2017, 2565, 0.000, 4, 0.950, 513, 60, 12, 15, 55, 45.760, 46.477
Mon Jan  9 10:49:00 EST 2017, 7515, 0.500, 8, 0.450, 363, 15, 2, 40, 10, 0.780, 0.753
Mon Jan  9 10:49:33 EST 2017, 9990, 0.250, 6, 0.700, 438, 82, 7, 2, 78, 30.750, 31.577
Mon Jan  9 10:49:51 EST 2017, 5040, 0.750, 1, 0.200, 588, 37, 16, 27, 33, 17.130, 16.967
Mon Jan  9 10:51:31 EST 2017, 3802, 0.370, 9, 0.820, 401, 49, 14, 46, 67, 99.503, 97.400
Mon Jan  9 10:51:45 EST 2017, 8752, 0.870, 5, 0.320, 551, 94, 4, 21, 22, 13.497, 13.620
Mon Jan  9 10:52:19 EST 2017, 6277, 0.120, 3, 0.570, 476, 26, 9, 33, 89, 33.477, 33.247
Mon Jan  9 10:53:00 EST 2017, 1327, 0.620, 7, 0.070, 326, 71, 19, 8, 44, 38.900, 39.527
Mon Jan  9 10:53:08 EST 2017, 1018, 0.160, 8, 0.170, 429, 91, 1, 19, 53, 7.693, 7.967
Mon Jan  9 10:55:13 EST 2017, 5968, 0.660, 3, 0.670, 579, 46, 11, 44, 98, 122.970, 121.407
Mon Jan  9 10:55:26 EST 2017, 8443, 0.410, 1, 0.420, 504, 68, 16, 7, 30, 12.853, 12.610
Mon Jan  9 10:55:40 EST 2017, 3493, 0.910, 6, 0.920, 354, 23, 6, 32, 75, 14.370, 14.220
Mon Jan  9 10:55:44 EST 2017, 4730, 0.280, 4, 0.040, 466, 12, 4, 38, 41, 3.783, 3.723
Mon Jan  9 10:56:36 EST 2017, 9680, 0.780, 9, 0.540, 316, 57, 13, 13, 86, 51.870, 51.610
Mon Jan  9 10:56:52 EST 2017, 7205, 0.030, 7, 0.290, 391, 35, 18, 26, 19, 15.773, 15.737
Mon Jan  9 10:57:18 EST 2017, 2255, 0.530, 2, 0.790, 541, 80, 9, 1, 64, 25.090, 24.913
Mon Jan  9 10:57:39 EST 2017, 1637, 0.470, 5, 0.600, 597, 85, 3, 29, 36, 20.790, 20.843
Mon Jan  9 10:57:51 EST 2017, 6587, 0.970, 1, 0.100, 447, 40, 12, 4, 81, 12.220, 12.263
Mon Jan  9 10:58:11 EST 2017, 9062, 0.220, 3, 0.850, 372, 63, 17, 41, 13, 19.317, 19.330
Mon Jan  9 10:58:21 EST 2017, 4112, 0.720, 7, 0.350, 522, 18, 7, 16, 58, 9.550, 9.697
Mon Jan  9 10:58:24 EST 2017, 2874, 0.090, 2, 0.730, 335, 29, 5, 10, 47, 3.340, 3.387
Mon Jan  9 11:02:13 EST 2017, 7824, 0.590, 6, 0.230, 485, 74, 15, 35, 92, 227.143, 219.493
Mon Jan  9 11:02:54 EST 2017, 5349, 0.340, 8, 0.980, 560, 51, 19, 22, 25, 39.887, 39.723
Mon Jan  9 11:05:11 EST 2017, 399, 0.840, 4, 0.480, 410, 96, 10, 47, 70, 133.113, 134.427
Mon Jan  9 11:05:47 EST 2017, 322, 0.450, 9, 0.100, 492, 79, 13, 31, 18, 34.757, 35.193
Mon Jan  9 11:05:51 EST 2017, 5272, 0.950, 4, 0.600, 342, 34, 3, 6, 63, 3.820, 3.873
Mon Jan  9 11:06:17 EST 2017, 7747, 0.200, 2, 0.350, 417, 56, 8, 44, 41, 26.337, 25.983
Mon Jan  9 11:06:44 EST 2017, 2797, 0.700, 6, 0.850, 567, 11, 18, 19, 86, 26.063, 25.770
Mon Jan  9 11:06:46 EST 2017, 4034, 0.070, 3, 0.220, 379, 23, 11, 0, 29, 2.317, 2.290
Mon Jan  9 11:06:57 EST 2017, 8984, 0.570, 8, 0.720, 529, 68, 1, 25, 74, 10.777, 10.810
Mon Jan  9 11:07:12 EST 2017, 6509, 0.320, 5, 0.470, 454, 45, 6, 13, 52, 14.350, 14.103
Mon Jan  9 11:08:32 EST 2017, 1559, 0.820, 1, 0.970, 304, 90, 15, 38, 97, 79.277, 77.787
Mon Jan  9 11:09:02 EST 2017, 2178, 0.130, 7, 0.660, 361, 96, 14, 16, 24, 29.237, 29.517
Mon Jan  9 11:09:32 EST 2017, 7128, 0.630, 2, 0.160, 511, 51, 5, 41, 69, 30.080, 29.820
Mon Jan  9 11:09:57 EST 2017, 9603, 0.380, 5, 0.910, 586, 73, 9, 3, 46, 24.377, 24.730
Mon Jan  9 11:11:18 EST 2017, 4653, 0.880, 9, 0.410, 436, 28, 19, 28, 91, 79.050, 78.000
Mon Jan  9 11:11:21 EST 2017, 3416, 0.260, 1, 0.530, 548, 17, 12, 47, 13, 3.230, 3.273
Mon Jan  9 11:11:31 EST 2017, 8366, 0.760, 6, 0.030, 398, 62, 2, 22, 58, 9.770, 9.790
