# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, 2tLadderQ_timing_secs
Mon Jan  9 10:19:57 EST 2017, 5760, 0.720, 4, 0.080, 551, 19, 19, 28, 71, 46.657, 46.133
Mon Jan  9 10:20:52 EST 2017, 8235, 0.470, 2, 0.830, 476, 86, 15, 16, 48, 54.127, 53.620
Mon Jan  9 10:21:23 EST 2017, 3285, 0.970, 6, 0.330, 326, 41, 5, 41, 93, 30.750, 30.767
Mon Jan  9 10:21:34 EST 2017, 4523, 0.350, 3, 0.700, 514, 53, 7, 34, 14, 9.017, 9.830
Mon Jan  9 10:22:58 EST 2017, 9473, 0.850, 7, 0.200, 364, 98, 17, 9, 59, 82.690, 79.647
Mon Jan  9 10:23:28 EST 2017, 6998, 0.100, 5, 0.950, 439, 30, 12, 47, 37, 29.080, 29.127
Mon Jan  9 10:23:46 EST 2017, 2048, 0.600, 1, 0.450, 589, 75, 3, 22, 82, 17.227, 17.333
Mon Jan  9 10:24:21 EST 2017, 1429, 0.410, 7, 0.140, 532, 70, 9, 44, 20, 34.287, 33.970
Mon Jan  9 10:24:42 EST 2017, 6379, 0.910, 2, 0.640, 382, 25, 18, 19, 65, 21.293, 20.693
Mon Jan  9 10:25:43 EST 2017, 8854, 0.160, 5, 0.390, 307, 92, 13, 31, 43, 59.070, 60.697
Mon Jan  9 10:25:58 EST 2017, 3904, 0.660, 9, 0.890, 457, 47, 4, 6, 88, 13.843, 14.017
Mon Jan  9 10:26:00 EST 2017, 2666, 0.040, 1, 0.020, 345, 36, 6, 12, 31, 2.250, 2.363
Mon Jan  9 10:29:52 EST 2017, 7616, 0.540, 6, 0.520, 495, 81, 16, 37, 76, 224.337, 223.510
Mon Jan  9 10:29:56 EST 2017, 5141, 0.290, 8, 0.270, 570, 13, 11, 0, 54, 4.497, 4.440
Mon Jan  9 10:30:12 EST 2017, 191, 0.790, 3, 0.770, 420, 58, 2, 25, 99, 15.223, 15.057
Mon Jan  9 10:31:52 EST 2017, 230, 0.200, 1, 0.330, 576, 84, 12, 33, 96, 96.913, 98.693
Mon Jan  9 10:31:57 EST 2017, 5180, 0.700, 6, 0.830, 426, 39, 3, 8, 51, 4.983, 5.107
Mon Jan  9 10:33:05 EST 2017, 7655, 0.450, 8, 0.080, 351, 61, 8, 45, 73, 67.620, 66.413
Mon Jan  9 10:33:15 EST 2017, 2705, 0.950, 4, 0.580, 501, 16, 17, 20, 28, 9.197, 9.347
Mon Jan  9 10:33:25 EST 2017, 3943, 0.330, 7, 0.460, 313, 28, 10, 1, 84, 9.527, 8.987
Mon Jan  9 10:33:29 EST 2017, 8893, 0.830, 3, 0.960, 463, 73, 1, 26, 39, 4.333, 4.310
Mon Jan  9 10:33:50 EST 2017, 6418, 0.080, 5, 0.210, 538, 50, 5, 14, 62, 19.817, 20.147
Mon Jan  9 10:34:35 EST 2017, 1468, 0.580, 9, 0.710, 388, 95, 15, 39, 17, 43.793, 43.440
Mon Jan  9 10:36:22 EST 2017, 2086, 0.390, 3, 0.900, 444, 90, 14, 17, 79, 105.100, 102.753
Mon Jan  9 10:36:41 EST 2017, 7036, 0.890, 8, 0.400, 594, 45, 4, 42, 34, 18.590, 18.313
Mon Jan  9 10:37:09 EST 2017, 9511, 0.140, 5, 0.650, 519, 67, 9, 4, 56, 27.547, 26.133
Mon Jan  9 10:37:11 EST 2017, 4561, 0.640, 1, 0.150, 369, 22, 18, 29, 11, 2.603, 2.617
Mon Jan  9 10:37:41 EST 2017, 3324, 0.020, 9, 0.770, 482, 11, 11, 48, 90, 28.363, 28.763
Mon Jan  9 10:37:46 EST 2017, 8274, 0.520, 4, 0.270, 332, 56, 2, 23, 45, 5.600, 5.583
Mon Jan  9 10:38:03 EST 2017, 5799, 0.270, 2, 0.520, 407, 33, 6, 36, 67, 15.997, 16.097
Mon Jan  9 10:38:35 EST 2017, 849, 0.770, 7, 0.020, 557, 78, 16, 11, 22, 32.127, 30.370
Mon Jan  9 10:38:48 EST 2017, 1158, 0.300, 7, 0.240, 491, 59, 4, 22, 31, 11.920, 11.447
Mon Jan  9 10:39:09 EST 2017, 6108, 0.800, 3, 0.740, 341, 14, 13, 47, 76, 20.047, 20.210
Mon Jan  9 10:39:36 EST 2017, 8583, 0.050, 1, 0.490, 416, 81, 18, 9, 53, 27.027, 26.967
Mon Jan  9 10:40:43 EST 2017, 3633, 0.550, 5, 0.990, 566, 36, 8, 34, 98, 64.613, 64.473
Mon Jan  9 10:40:45 EST 2017, 4871, 0.170, 4, 0.110, 379, 47, 1, 40, 20, 1.763, 1.823
Mon Jan  9 10:42:23 EST 2017, 9821, 0.670, 9, 0.610, 529, 92, 11, 15, 65, 93.383, 97.413
Mon Jan  9 10:42:48 EST 2017, 7346, 0.420, 6, 0.360, 454, 25, 15, 28, 42, 24.340, 24.203
Mon Jan  9 10:43:01 EST 2017, 2396, 0.920, 2, 0.860, 304, 70, 6, 3, 87, 12.843, 12.677
Mon Jan  9 10:43:07 EST 2017, 1777, 0.110, 6, 0.550, 360, 76, 5, 25, 14, 6.300, 6.303
Mon Jan  9 10:43:14 EST 2017, 6727, 0.610, 1, 0.050, 510, 31, 14, 0, 59, 6.747, 6.570
Mon Jan  9 10:45:45 EST 2017, 9202, 0.360, 3, 0.800, 585, 98, 19, 37, 37, 145.320, 150.180
Mon Jan  9 10:46:27 EST 2017, 4252, 0.860, 8, 0.300, 435, 53, 9, 12, 82, 41.507, 40.407
Mon Jan  9 10:46:29 EST 2017, 3014, 0.480, 2, 0.680, 547, 42, 2, 6, 25, 1.390, 1.367
Mon Jan  9 10:48:31 EST 2017, 7964, 0.980, 7, 0.180, 397, 87, 12, 31, 70, 117.213, 120.833
Mon Jan  9 10:48:44 EST 2017, 5489, 0.230, 9, 0.930, 322, 19, 17, 19, 48, 12.783, 13.183
Mon Jan  9 10:50:21 EST 2017, 539, 0.730, 5, 0.430, 472, 64, 7, 44, 93, 96.210, 95.813
Mon Jan  9 10:50:42 EST 2017, 694, 0.440, 5, 0.760, 412, 52, 17, 1, 44, 20.207, 18.170
Mon Jan  9 10:51:45 EST 2017, 5644, 0.940, 1, 0.260, 562, 97, 8, 26, 89, 62.330, 61.350
Mon Jan  9 10:51:47 EST 2017, 8119, 0.190, 3, 0.510, 487, 29, 3, 13, 21, 1.733, 1.767
Mon Jan  9 10:53:30 EST 2017, 3169, 0.690, 8, 0.010, 337, 74, 13, 38, 66, 102.700, 100.897
Mon Jan  9 10:54:12 EST 2017, 4407, 0.060, 2, 0.880, 524, 63, 15, 32, 32, 42.297, 41.773
Mon Jan  9 10:54:18 EST 2017, 9357, 0.560, 6, 0.380, 374, 18, 6, 7, 77, 5.450, 5.513
Mon Jan  9 10:54:21 EST 2017, 6882, 0.310, 9, 0.630, 449, 85, 1, 44, 10, 2.150, 2.243
Mon Jan  9 10:54:55 EST 2017, 1932, 0.810, 4, 0.130, 599, 40, 10, 19, 55, 34.243, 33.930
Mon Jan  9 10:56:10 EST 2017, 2550, 0.130, 8, 0.440, 543, 35, 19, 47, 38, 74.487, 73.883
Mon Jan  9 10:57:21 EST 2017, 7500, 0.630, 4, 0.940, 393, 80, 9, 22, 83, 70.537, 70.470
Mon Jan  9 10:57:22 EST 2017, 9975, 0.380, 1, 0.190, 318, 12, 4, 35, 15, 0.647, 0.640
Mon Jan  9 10:58:09 EST 2017, 5025, 0.880, 6, 0.690, 468, 57, 14, 10, 60, 47.370, 47.310
Mon Jan  9 10:58:59 EST 2017, 3788, 0.250, 5, 0.320, 355, 69, 16, 16, 49, 49.753, 49.797
Mon Jan  9 10:59:39 EST 2017, 8738, 0.750, 9, 0.820, 505, 24, 7, 41, 94, 38.693, 39.347
Mon Jan  9 10:59:45 EST 2017, 6263, 0.000, 7, 0.070, 580, 91, 2, 4, 27, 5.147, 5.160
Mon Jan  9 11:00:31 EST 2017, 1313, 0.500, 2, 0.570, 430, 46, 12, 29, 72, 44.373, 43.147
Mon Jan  9 11:00:54 EST 2017, 1003, 0.030, 4, 0.660, 327, 26, 9, 43, 69, 23.623, 23.663
Mon Jan  9 11:01:36 EST 2017, 5953, 0.530, 8, 0.160, 477, 71, 18, 18, 24, 41.007, 41.193
Mon Jan  9 11:03:42 EST 2017, 8428, 0.280, 6, 0.910, 552, 49, 13, 30, 91, 124.890, 123.693
Mon Jan  9 11:03:51 EST 2017, 3478, 0.780, 2, 0.410, 402, 94, 4, 5, 46, 8.940, 8.857
Mon Jan  9 11:04:52 EST 2017, 4716, 0.410, 9, 0.540, 590, 83, 6, 24, 58, 60.557, 60.650
Mon Jan  9 11:05:10 EST 2017, 9666, 0.910, 5, 0.040, 440, 38, 16, 49, 13, 17.873, 17.917
Mon Jan  9 11:05:49 EST 2017, 7191, 0.160, 3, 0.790, 365, 60, 11, 11, 80, 38.037, 35.710
Mon Jan  9 11:05:50 EST 2017, 2241, 0.660, 7, 0.290, 515, 15, 1, 36, 35, 1.410, 1.407
Mon Jan  9 11:05:55 EST 2017, 1622, 0.340, 1, 0.100, 458, 21, 10, 8, 63, 4.753, 4.833
Mon Jan  9 11:06:23 EST 2017, 6572, 0.840, 6, 0.600, 308, 66, 19, 33, 18, 27.377, 27.543
Mon Jan  9 11:07:28 EST 2017, 9047, 0.090, 8, 0.350, 383, 43, 14, 21, 86, 63.113, 63.850
Mon Jan  9 11:08:11 EST 2017, 4097, 0.590, 3, 0.850, 533, 88, 5, 46, 41, 41.910, 42.530
Mon Jan  9 11:09:33 EST 2017, 2860, 0.220, 7, 0.220, 421, 99, 7, 27, 74, 80.497, 79.857
Mon Jan  9 11:09:47 EST 2017, 7810, 0.720, 2, 0.720, 571, 54, 17, 2, 29, 13.953, 13.123
Mon Jan  9 11:13:06 EST 2017, 5335, 0.470, 4, 0.470, 496, 77, 12, 40, 97, 197.443, 196.543
Mon Jan  9 11:13:11 EST 2017, 385, 0.970, 9, 0.970, 346, 32, 3, 15, 52, 4.717, 4.713
Mon Jan  9 11:13:23 EST 2017, 307, 0.320, 4, 0.590, 559, 14, 15, 5, 81, 11.863, 12.017
Mon Jan  9 11:13:44 EST 2017, 5257, 0.820, 9, 0.090, 409, 59, 6, 30, 36, 20.493, 20.593
