# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Fri Jan 13 16:18:33 EST 2017, 1, 1, 0.000, 1, 2.356, 0.228876, 2.19474, 2.51726, 2.18, 2.22, 2.33, 2.4, 3.01, 9329.6, 1.95959, 9328.22, 9330.98, 9328, 9328, 9330, 9332, 9332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1732638, 0, 1732638, 1732638, 1732638, 1732638, 1732638, 1732638, 1732638, 1971148, 0, 1971148, 1971148, 1971148, 1971148, 1971148, 1971148, 1971148
Fri Jan 13 16:22:40 EST 2017, 1, 2, 0.000, 1, 3.39, 0.151921, 3.28296, 3.49704, 3.14, 3.21, 3.445, 3.57, 3.58, 9482, 2, 9480.59, 9483.41, 9480, 9480, 9484, 9484, 9484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2593416, 0, 2593416, 2593416, 2593416, 2593416, 2593416, 2593416, 2593416, 3162037, 0, 3162037, 3162037, 3162037, 3162037, 3162037, 3162037, 3162037
Fri Jan 13 16:24:46 EST 2017, 1, 5, 0.000, 1, 4.777, 0.1283, 4.68661, 4.86739, 4.56, 4.74, 4.785, 4.88, 5.04, 9626.4, 1.95959, 9625.02, 9627.78, 9624, 9624, 9628, 9628, 9628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3577719, 0, 3577719, 3577719, 3577719, 3577719, 3577719, 3577719, 3577719, 4589290, 0, 4589290, 4589290, 4589290, 4589290, 4589290, 4589290, 4589290
Fri Jan 13 16:28:28 EST 2017, 1, 10, 0.000, 1, 4.631, 0.183818, 4.50149, 4.76051, 4.48, 4.5, 4.63, 4.69, 5.14, 9714.8, 3.1241, 9712.6, 9717, 9712, 9712, 9716, 9720, 9720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3906223, 0, 3906223, 3906223, 3906223, 3906223, 3906223, 3906223, 3906223, 4965081, 0, 4965081, 4965081, 4965081, 4965081, 4965081, 4965081, 4965081
Fri Jan 13 16:30:35 EST 2017, 1, 1, 0.250, 1, 2.426, 0.121918, 2.3401, 2.5119, 2.19, 2.4, 2.495, 2.53, 2.54, 8918.4, 1.95959, 8917.02, 8919.78, 8916, 8916, 8920, 8920, 8920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1727834, 0, 1727834, 1727834, 1727834, 1727834, 1727834, 1727834, 1727834, 1971161, 0, 1971161, 1971161, 1971161, 1971161, 1971161, 1971161, 1971161
Fri Jan 13 16:32:37 EST 2017, 1, 2, 0.250, 1, 3.267, 0.122233, 3.18088, 3.35312, 3.04, 3.18, 3.335, 3.38, 3.38, 8951.2, 2.99333, 8949.09, 8953.31, 8948, 8948, 8952, 8956, 8956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2570980, 0, 2570980, 2570980, 2570980, 2570980, 2570980, 2570980, 2570980, 3162078, 0, 3162078, 3162078, 3162078, 3162078, 3162078, 3162078, 3162078
Fri Jan 13 16:34:43 EST 2017, 1, 5, 0.250, 1, 4.35, 0.11296, 4.27041, 4.42959, 4.11, 4.32, 4.415, 4.44, 4.46, 9011.2, 3.48712, 9008.74, 9013.66, 9008, 9008, 9012, 9016, 9016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3441431, 0, 3441431, 3441431, 3441431, 3441431, 3441431, 3441431, 3441431, 4589164, 0, 4589164, 4589164, 4589164, 4589164, 4589164, 4589164, 4589164
Fri Jan 13 16:36:50 EST 2017, 1, 10, 0.250, 1, 4.684, 0.406207, 4.3978, 4.9702, 4.19, 4.41, 4.795, 5.15, 5.28, 9010.4, 2.6533, 9008.53, 9012.27, 9008, 9008, 9012, 9012, 9016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3651895, 0, 3651895, 3651895, 3651895, 3651895, 3651895, 3651895, 3651895, 4965081, 0, 4965081, 4965081, 4965081, 4965081, 4965081, 4965081, 4965081
Fri Jan 13 16:38:51 EST 2017, 1, 1, 0.000, 2, 4.472, 0.0845931, 4.4124, 4.5316, 4.4, 4.4, 4.47, 4.57, 4.66, 9402, 2, 9400.59, 9403.41, 9400, 9400, 9404, 9404, 9404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2891147, 0, 2891147, 2891147, 2891147, 2891147, 2891147, 2891147, 2891147, 3935461, 0, 3935461, 3935461, 3935461, 3935461, 3935461, 3935461, 3935461
Fri Jan 13 16:40:58 EST 2017, 1, 2, 0.000, 2, 6.641, 0.140246, 6.54219, 6.73981, 6.5, 6.55, 6.585, 6.78, 6.97, 9585.2, 1.83303, 9583.91, 9586.49, 9584, 9584, 9584, 9588, 9588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3899545, 0, 3899545, 3899545, 3899545, 3899545, 3899545, 3899545, 3899545, 6321011, 0, 6321011, 6321011, 6321011, 6321011, 6321011, 6321011, 6321011
