# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, topCancl_mean, topCancl_sd, topCancl_ci, topCancl_ci, topCancl_min, topCancl_box_q1, topCancl_median, topCancl_box_q2, topCancl_max, ladCancl_mean, ladCancl_sd, ladCancl_ci, ladCancl_ci, ladCancl_min, ladCancl_box_q1, ladCancl_median, ladCancl_box_q2, ladCancl_max, botCancl_mean, botCancl_sd, botCancl_ci, botCancl_ci, botCancl_min, botCancl_box_q1, botCancl_median, botCancl_box_q2, botCancl_max, topScan_mean, topScan_sd, topScan_ci, topScan_ci, topScan_min, topScan_box_q1, topScan_median, topScan_box_q2, topScan_max, ladScan_mean, ladScan_sd, ladScan_ci, ladScan_ci, ladScan_min, ladScan_box_q1, ladScan_median, ladScan_box_q2, ladScan_max, botScan_mean, botScan_sd, botScan_ci, botScan_ci, botScan_min, botScan_box_q1, botScan_median, botScan_box_q2, botScan_max, NuBotScan_mean, NuBotScan_sd, NuBotScan_ci, NuBotScan_ci, NuBotScan_min, NuBotScan_box_q1, NuBotScan_median, NuBotScan_box_q2, NuBotScan_max, NoCBotSc_mean, NoCBotSc_sd, NoCBotSc_ci, NoCBotSc_ci, NoCBotSc_min, NoCBotSc_box_q1, NoCBotSc_median, NoCBotSc_box_q2, NoCBotSc_max, NuNoCBotSc_mean, NuNoCBotSc_sd, NuNoCBotSc_ci, NuNoCBotSc_ci, NuNoCBotSc_min, NuNoCBotSc_box_q1, NuNoCBotSc_median, NuNoCBotSc_box_q2, NuNoCBotSc_max, topIns_mean, topIns_sd, topIns_ci, topIns_ci, topIns_min, topIns_box_q1, topIns_median, topIns_box_q2, topIns_max, ladIns_mean, ladIns_sd, ladIns_ci, ladIns_ci, ladIns_min, ladIns_box_q1, ladIns_median, ladIns_box_q2, ladIns_max, botIns_mean, botIns_sd, botIns_ci, botIns_ci, botIns_min, botIns_box_q1, botIns_median, botIns_box_q2, botIns_max, rungs_mean, rungs_sd, rungs_ci, rungs_ci, rungs_min, rungs_box_q1, rungs_median, rungs_box_q2, rungs_max, bktRung_mean, bktRung_sd, bktRung_ci, bktRung_ci, bktRung_min, bktRung_box_q1, bktRung_median, bktRung_box_q2, bktRung_max, botSize_mean, botSize_sd, botSize_ci, botSize_ci, botSize_min, botSize_box_q1, botSize_median, botSize_box_q2, botSize_max, bktSize_mean, bktSize_sd, bktSize_ci, bktSize_ci, bktSize_min, bktSize_box_q1, bktSize_median, bktSize_box_q2, bktSize_max
Sat Jan 14 09:00:12 EST 2017, 1, 1, 0.000, 1, 2.488, 0.0870402, 2.42668, 2.54932, 2.38, 2.41, 2.545, 2.58, 2.62, 9527.2, 2.4, 9525.51, 9528.89, 9524, 9524, 9528, 9528, 9532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334955, 0, 334955, 334955, 334955, 334955, 334955, 334955, 334955, 1636904, 0, 1636904, 1636904, 1636904, 1636904, 1636904, 1636904, 1636904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.13993, 2.58096e-08, 1.13993, 1.13993, 1.13993, 1.13993, 1.13993, 1.13993, 1.13993, 394.451, 0, 394.451, 394.451, 394.451, 394.451, 394.451, 394.451, 394.451, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:02:15 EST 2017, 1, 2, 0.000, 1, 3.471, 0.0553986, 3.43197, 3.51003, 3.4, 3.42, 3.485, 3.54, 3.56, 9610.4, 2.6533, 9608.53, 9612.27, 9608, 9608, 9612, 9612, 9616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 648622, 0, 648622, 648622, 648622, 648622, 648622, 648622, 648622, 2514206, 0, 2514206, 2514206, 2514206, 2514206, 2514206, 2514206, 2514206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.13425, 1.49012e-08, 1.13425, 1.13425, 1.13425, 1.13425, 1.13425, 1.13425, 1.13425, 632.692, 7.62939e-06, 632.692, 632.692, 632.692, 632.692, 632.692, 632.692, 632.692, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:04:23 EST 2017, 1, 5, 0.000, 1, 4.504, 0.163902, 4.38852, 4.61948, 4.36, 4.38, 4.48, 4.76, 4.85, 9816, 2.52982, 9814.22, 9817.78, 9812, 9816, 9816, 9820, 9820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1469000, 0, 1469000, 1469000, 1469000, 1469000, 1469000, 1469000, 1469000, 3121251, 0, 3121251, 3121251, 3121251, 3121251, 3121251, 3121251, 3121251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.12115, 1.49012e-08, 1.12115, 1.12115, 1.12115, 1.12115, 1.12115, 1.12115, 1.12115, 918.234, 0, 918.234, 918.234, 918.234, 918.234, 918.234, 918.234, 918.234, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:10:31 EST 2017, 1, 10, 0.000, 1, 4.981, 0.0880284, 4.91898, 5.04302, 4.88, 4.91, 4.99, 5.08, 5.18, 9830.4, 2.6533, 9828.53, 9832.27, 9828, 9828, 9832, 9832, 9836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2455992, 0, 2455992, 2455992, 2455992, 2455992, 2455992, 2455992, 2455992, 2510087, 0, 2510087, 2510087, 2510087, 2510087, 2510087, 2510087, 2510087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.06881, 1.49012e-08, 1.06881, 1.06881, 1.06881, 1.06881, 1.06881, 1.06881, 1.06881, 993.414, 0, 993.414, 993.414, 993.414, 993.414, 993.414, 993.414, 993.414, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:16:40 EST 2017, 1, 1, 0.250, 1, 2.467, 0.0630952, 2.42255, 2.51145, 2.38, 2.4, 2.49, 2.53, 2.57, 9128.4, 3.32265, 9126.06, 9130.74, 9124, 9124, 9130, 9132, 9132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330991, 0, 330991, 330991, 330991, 330991, 330991, 330991, 330991, 1640884, 0, 1640884, 1640884, 1640884, 1640884, 1640884, 1640884, 1640884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.13996, 0, 1.13996, 1.13996, 1.13996, 1.13996, 1.13996, 1.13996, 1.13996, 394.454, 5.3948e-06, 394.454, 394.454, 394.454, 394.454, 394.454, 394.454, 394.454, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Sat Jan 14 09:22:49 EST 2017, 1, 2, 0.250, 1, 3.489, 0.0510784, 3.45301, 3.52499, 3.43, 3.45, 3.49, 3.56, 3.59, 9110.8, 2.56125, 9109, 9112.6, 9108, 9108, 9112, 9112, 9116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 638995, 0, 638995, 638995, 638995, 638995, 638995, 638995, 638995, 2523880, 0, 2523880, 2523880, 2523880, 2523880, 2523880, 2523880, 2523880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.13441, 2.10734e-08, 1.13441, 1.13441, 1.13441, 1.13441, 1.13441, 1.13441, 1.13441, 632.702, 1.32145e-05, 632.702, 632.702, 632.702, 632.702, 632.702, 632.702, 632.702, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:28:58 EST 2017, 1, 5, 0.250, 1, 4.546, 0.0792717, 4.49015, 4.60185, 4.43, 4.46, 4.57, 4.65, 4.68, 9165.6, 2.6533, 9163.73, 9167.47, 9164, 9164, 9164, 9168, 9172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1456000, 0, 1456000, 1456000, 1456000, 1456000, 1456000, 1456000, 1456000, 3134127, 0, 3134127, 3134127, 3134127, 3134127, 3134127, 3134127, 3134127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.12142, 2.58096e-08, 1.12142, 1.12142, 1.12142, 1.12142, 1.12142, 1.12142, 1.12142, 918.209, 0, 918.209, 918.209, 918.209, 918.209, 918.209, 918.209, 918.209, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:34:22 EST 2017, 1, 10, 0.250, 1, 4.931, 0.062522, 4.88695, 4.97505, 4.81, 4.9, 4.955, 5, 5, 9190.8, 2.56125, 9189, 9192.6, 9188, 9188, 9192, 9192, 9196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2445995, 0, 2445995, 2445995, 2445995, 2445995, 2445995, 2445995, 2445995, 2520082, 0, 2520082, 2520082, 2520082, 2520082, 2520082, 2520082, 2520082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.06921, 0, 1.06921, 1.06921, 1.06921, 1.06921, 1.06921, 1.06921, 1.06921, 993.414, 0, 993.414, 993.414, 993.414, 993.414, 993.414, 993.414, 993.414, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:40:31 EST 2017, 1, 1, 0.000, 2, 4.047, 0.136678, 3.9507, 4.1433, 3.81, 3.92, 4.115, 4.2, 4.24, 9690.4, 2.6533, 9688.53, 9692.27, 9688, 9688, 9692, 9692, 9696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 613937, 0, 613937, 613937, 613937, 613937, 613937, 613937, 613937, 3322624, 0, 3322624, 3322624, 3322624, 3322624, 3322624, 3322624, 3322624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.13896, 2.58096e-08, 1.13896, 1.13896, 1.13896, 1.13896, 1.13896, 1.13896, 1.13896, 787.47, 0, 787.47, 787.47, 787.47, 787.47, 787.47, 787.47, 787.47, 1, 0, 1, 1, 1, 1, 1, 1, 1
Sat Jan 14 09:46:45 EST 2017, 1, 2, 0.000, 2, 5.815, 0.218689, 5.66092, 5.96908, 5.18, 5.84, 5.915, 5.93, 5.94, 9974, 2.68328, 9972.11, 9975.89, 9972, 9972, 9974, 9976, 9980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1187967, 0, 1187967, 1187967, 1187967, 1187967, 1187967, 1187967, 1187967, 5134442, 0, 5134442, 5134442, 5134442, 5134442, 5134442, 5134442, 5134442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1.13505, 1.49012e-08, 1.13505, 1.13505, 1.13505, 1.13505, 1.13505, 1.13505, 1.13505, 1264.73, 1.52588e-05, 1264.73, 1264.73, 1264.73, 1264.73, 1264.73, 1264.73, 1264.73, 1, 0, 1, 1, 1, 1, 1, 1, 1
