# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap2tQ_timing_secs
Wed May 17 17:15:16 EDT 2017, 0.460, 3, 4, 0.040, 6, 1, 25, 531, 41, 15, 14, 20, 10.780, 8.617
Wed May 17 17:15:34 EDT 2017, 0.960, 8, 9, 0.540, 1, 5, 70, 381, 86, 5, 39, 65, 13.127, 18.403
Wed May 17 17:15:44 EDT 2017, 0.710, 1, 7, 0.290, 3, 3, 93, 456, 19, 10, 1, 88, 9.217, 10.217
Wed May 17 17:16:31 EDT 2017, 0.210, 5, 2, 0.790, 8, 8, 48, 306, 64, 19, 26, 43, 46.620, 27.603
Wed May 17 17:16:42 EDT 2017, 0.150, 5, 5, 0.600, 9, 8, 20, 475, 36, 6, 29, 48, 8.303, 9.857
Wed May 17 17:44:54 EDT 2017, 0.650, 9, 1, 0.100, 5, 4, 65, 325, 81, 16, 4, 93, 521.073, 1573.033
Wed May 17 17:45:06 EDT 2017, 0.900, 3, 3, 0.850, 3, 6, 87, 550, 13, 11, 42, 71, 11.650, 9.620
Wed May 17 17:45:08 EDT 2017, 0.400, 7, 7, 0.350, 7, 1, 42, 400, 58, 1, 17, 26, 1.333, 1.823
Wed May 17 17:46:01 EDT 2017, 0.280, 1, 2, 0.730, 2, 2, 31, 362, 47, 13, 48, 82, 52.950, 33.877
Wed May 17 17:46:18 EDT 2017, 0.780, 6, 6, 0.230, 6, 7, 76, 512, 92, 4, 23, 37, 11.550, 15.877
Wed May 17 17:46:20 EDT 2017, 0.530, 4, 8, 0.980, 8, 5, 98, 437, 25, 9, 35, 15, 1.753, 2.017
Wed May 17 17:47:45 EDT 2017, 0.030, 8, 4, 0.480, 4, 9, 53, 587, 70, 18, 10, 60, 84.557, 61.640
Wed May 17 17:47:53 EDT 2017, 0.020, 5, 9, 0.100, 6, 7, 68, 491, 18, 8, 41, 83, 6.447, 8.160
Wed May 17 17:48:20 EDT 2017, 0.520, 9, 4, 0.600, 2, 3, 23, 341, 63, 18, 16, 38, 26.353, 19.000
Wed May 17 17:48:32 EDT 2017, 0.770, 2, 2, 0.350, 4, 5, 46, 566, 41, 13, 29, 15, 12.330, 8.163
Wed May 17 17:48:49 EDT 2017, 0.270, 7, 6, 0.850, 9, 1, 91, 416, 86, 3, 4, 60, 11.670, 16.330
Wed May 17 17:48:59 EDT 2017, 0.390, 1, 3, 0.220, 3, 2, 57, 304, 29, 11, 35, 49, 9.770, 8.417
Wed May 17 17:49:08 EDT 2017, 0.890, 6, 8, 0.720, 7, 6, 12, 454, 74, 1, 10, 94, 6.193, 9.053
Wed May 17 17:49:26 EDT 2017, 0.640, 3, 5, 0.470, 5, 4, 34, 379, 52, 6, 47, 71, 14.420, 17.603
Wed May 17 17:50:44 EDT 2017, 0.140, 8, 1, 0.970, 1, 9, 79, 529, 97, 15, 22, 26, 76.510, 47.760
Wed May 17 17:50:46 EDT 2017, 0.200, 2, 7, 0.660, 2, 9, 74, 398, 24, 9, 19, 10, 1.287, 1.453
Wed May 17 18:09:43 EDT 2017, 0.700, 6, 2, 0.160, 7, 5, 29, 548, 69, 19, 44, 55, 346.107, 870.067
Wed May 17 18:10:09 EDT 2017, 0.950, 4, 5, 0.910, 9, 7, 51, 323, 46, 14, 7, 77, 25.087, 22.097
Wed May 17 18:10:21 EDT 2017, 0.450, 8, 9, 0.410, 5, 2, 96, 473, 91, 5, 32, 32, 8.200, 11.403
Wed May 17 18:10:43 EDT 2017, 0.330, 3, 1, 0.530, 8, 1, 62, 585, 13, 12, 1, 66, 22.327, 14.157
Wed May 17 18:10:47 EDT 2017, 0.830, 7, 6, 0.030, 3, 6, 17, 435, 58, 2, 26, 21, 1.997, 2.943
Wed May 17 18:10:55 EDT 2017, 0.580, 1, 8, 0.780, 1, 3, 40, 510, 35, 7, 13, 43, 6.073, 7.930
Wed May 17 18:12:14 EDT 2017, 0.080, 5, 4, 0.280, 6, 8, 85, 360, 80, 16, 38, 88, 78.807, 57.677
Wed May 17 18:12:18 EDT 2017, 0.110, 1, 3, 0.440, 9, 6, 26, 445, 83, 2, 37, 12, 2.490, 3.393
Wed May 17 18:12:38 EDT 2017, 0.610, 5, 7, 0.940, 4, 2, 71, 595, 38, 11, 12, 57, 17.143, 18.747
Wed May 17 18:13:07 EDT 2017, 0.860, 3, 9, 0.190, 2, 8, 93, 370, 60, 16, 49, 80, 28.900, 28.637
Wed May 17 18:13:10 EDT 2017, 0.360, 8, 5, 0.690, 7, 4, 48, 520, 15, 6, 24, 35, 2.693, 3.130
Wed May 17 18:14:45 EDT 2017, 0.490, 4, 6, 0.310, 1, 5, 15, 557, 94, 18, 43, 69, 93.380, 73.527
Wed May 17 18:14:58 EDT 2017, 0.990, 9, 2, 0.810, 5, 9, 60, 407, 49, 9, 18, 24, 13.277, 9.953
Wed May 17 18:15:17 EDT 2017, 0.740, 2, 4, 0.060, 8, 3, 82, 482, 72, 4, 30, 46, 13.590, 18.063
Wed May 17 18:15:31 EDT 2017, 0.240, 7, 8, 0.560, 3, 7, 37, 332, 27, 14, 5, 91, 12.760, 13.023
Wed May 17 18:16:06 EDT 2017, 0.170, 4, 4, 0.750, 5, 7, 32, 463, 89, 3, 2, 86, 24.563, 34.350
Wed May 17 18:16:14 EDT 2017, 0.670, 8, 9, 0.250, 9, 2, 77, 313, 44, 12, 27, 41, 7.077, 7.913
Wed May 17 18:16:26 EDT 2017, 0.920, 1, 7, 0.500, 7, 9, 99, 538, 66, 17, 15, 18, 12.103, 11.080
Wed May 17 18:16:39 EDT 2017, 0.420, 6, 2, 0.000, 3, 4, 54, 388, 21, 8, 40, 63, 12.303, 9.823
Wed May 17 18:17:08 EDT 2017, 0.300, 3, 8, 0.880, 6, 3, 20, 351, 77, 19, 21, 52, 28.593, 26.233
Wed May 17 18:17:43 EDT 2017, 0.800, 7, 3, 0.380, 1, 8, 65, 501, 32, 10, 46, 97, 34.790, 30.527
Wed May 17 18:18:20 EDT 2017, 0.550, 5, 1, 0.630, 4, 1, 88, 426, 55, 5, 8, 74, 36.793, 30.757
Wed May 17 18:18:24 EDT 2017, 0.050, 9, 6, 0.130, 8, 5, 43, 576, 10, 15, 33, 29, 3.237, 2.977
Wed May 17 18:18:50 EDT 2017, 0.030, 2, 5, 0.550, 1, 4, 89, 318, 59, 8, 44, 95, 24.360, 25.887
Wed May 17 18:18:56 EDT 2017, 0.530, 7, 9, 0.050, 6, 8, 44, 468, 14, 18, 19, 50, 5.577, 5.520
Wed May 17 18:19:11 EDT 2017, 0.780, 5, 7, 0.800, 8, 2, 22, 393, 81, 13, 31, 28, 13.843, 14.223
Wed May 17 18:19:29 EDT 2017, 0.280, 9, 3, 0.300, 3, 6, 67, 543, 36, 4, 6, 73, 14.877, 17.250
Wed May 17 18:19:48 EDT 2017, 0.410, 4, 8, 0.670, 9, 5, 78, 505, 70, 11, 25, 39, 17.357, 19.217
Wed May 17 18:19:51 EDT 2017, 0.910, 8, 4, 0.170, 4, 1, 33, 355, 25, 1, 0, 84, 2.093, 2.973
Wed May 17 18:25:22 EDT 2017, 0.660, 1, 1, 0.920, 2, 7, 10, 580, 93, 6, 37, 62, 161.873, 275.217
Wed May 17 18:25:29 EDT 2017, 0.160, 6, 6, 0.420, 7, 3, 55, 430, 48, 16, 12, 17, 7.320, 6.480
Wed May 17 18:25:59 EDT 2017, 0.220, 4, 2, 0.240, 5, 3, 95, 599, 76, 10, 15, 22, 29.550, 20.973
Wed May 17 18:26:21 EDT 2017, 0.720, 9, 7, 0.740, 1, 8, 50, 449, 31, 19, 40, 67, 20.940, 18.373
Wed May 17 18:27:34 EDT 2017, 0.970, 2, 9, 0.490, 3, 1, 27, 524, 98, 14, 3, 90, 67.247, 70.893
Wed May 17 18:27:45 EDT 2017, 0.470, 6, 4, 0.990, 7, 6, 72, 374, 53, 5, 28, 45, 9.403, 11.057
Wed May 17 18:28:13 EDT 2017, 0.350, 1, 5, 0.110, 4, 7, 84, 412, 65, 12, 9, 56, 27.787, 25.397
Wed May 17 18:28:15 EDT 2017, 0.850, 5, 1, 0.610, 8, 2, 39, 562, 20, 3, 34, 11, 1.883, 1.790
Wed May 17 18:28:31 EDT 2017, 0.600, 3, 3, 0.360, 6, 9, 16, 337, 87, 7, 22, 33, 15.443, 15.383
Wed May 17 18:29:01 EDT 2017, 0.100, 8, 8, 0.860, 2, 4, 61, 487, 42, 17, 47, 78, 29.353, 27.637
Wed May 17 18:29:02 EDT 2017, 0.060, 3, 6, 0.890, 4, 3, 47, 552, 34, 1, 26, 25, 1.047, 1.447
Wed May 17 18:30:14 EDT 2017, 0.560, 8, 2, 0.390, 8, 7, 92, 402, 79, 10, 1, 70, 70.917, 50.297
Wed May 17 18:30:26 EDT 2017, 0.810, 1, 4, 0.640, 6, 5, 70, 477, 11, 15, 39, 93, 12.027, 9.723
Wed May 17 18:30:34 EDT 2017, 0.310, 6, 9, 0.140, 1, 9, 25, 327, 56, 5, 14, 48, 5.327, 7.393
Wed May 17 18:31:48 EDT 2017, 0.440, 2, 1, 0.770, 7, 8, 36, 440, 45, 17, 45, 59, 74.300, 44.130
Wed May 17 18:31:59 EDT 2017, 0.940, 7, 5, 0.270, 2, 4, 81, 590, 90, 8, 20, 14, 9.647, 10.327
Wed May 17 18:32:01 EDT 2017, 0.690, 4, 7, 0.520, 5, 6, 58, 365, 22, 3, 33, 36, 1.487, 2.013
Wed May 17 18:33:22 EDT 2017, 0.190, 9, 3, 0.020, 9, 1, 13, 515, 67, 13, 8, 81, 80.133, 63.430
Wed May 17 18:33:30 EDT 2017, 0.130, 2, 9, 0.330, 8, 1, 53, 346, 51, 2, 11, 98, 5.113, 8.010
Wed May 17 18:34:16 EDT 2017, 0.630, 6, 5, 0.830, 3, 5, 98, 496, 96, 11, 36, 53, 44.967, 43.577
Wed May 17 18:34:32 EDT 2017, 0.880, 4, 2, 0.080, 1, 3, 75, 421, 28, 16, 23, 31, 16.160, 10.027
Wed May 17 18:35:11 EDT 2017, 0.380, 8, 7, 0.580, 5, 8, 30, 571, 73, 7, 48, 76, 31.003, 38.133
Wed May 17 18:35:41 EDT 2017, 0.250, 5, 3, 0.450, 2, 9, 41, 459, 39, 19, 17, 42, 29.680, 20.640
Wed May 17 18:36:11 EDT 2017, 0.750, 9, 8, 0.950, 6, 4, 86, 309, 84, 9, 42, 87, 25.510, 30.167
Wed May 17 18:36:16 EDT 2017, 0.500, 3, 6, 0.200, 9, 6, 64, 534, 17, 4, 5, 64, 3.600, 4.820
Wed May 17 18:36:40 EDT 2017, 0.000, 7, 1, 0.700, 4, 2, 19, 384, 62, 14, 30, 19, 23.753, 14.907
Wed May 17 18:37:00 EDT 2017, 0.000, 3, 9, 0.430, 2, 5, 32, 364, 89, 10, 16, 46, 15.963, 19.363
Wed May 17 18:37:08 EDT 2017, 0.500, 7, 5, 0.930, 7, 1, 77, 514, 44, 1, 41, 91, 5.243, 7.607
Wed May 17 18:37:37 EDT 2017, 0.750, 5, 3, 0.180, 9, 8, 55, 439, 66, 5, 3, 69, 24.720, 28.163
Wed May 17 18:37:43 EDT 2017, 0.250, 9, 7, 0.680, 4, 3, 10, 589, 21, 15, 28, 24, 5.063, 4.913
Wed May 17 18:38:31 EDT 2017, 0.370, 4, 4, 0.300, 8, 4, 43, 477, 77, 8, 10, 80, 47.207, 46.790
Wed May 17 18:38:38 EDT 2017, 0.870, 8, 8, 0.800, 3, 9, 88, 327, 32, 17, 35, 35, 6.800, 6.563
Wed May 17 18:38:45 EDT 2017, 0.620, 2, 6, 0.050, 1, 2, 66, 552, 55, 12, 22, 13, 6.060, 5.800
Wed May 17 18:38:48 EDT 2017, 0.120, 6, 1, 0.550, 6, 6, 21, 402, 10, 3, 47, 58, 3.217, 3.103
Wed May 17 18:39:41 EDT 2017, 0.190, 4, 7, 0.860, 6, 7, 38, 533, 83, 11, 44, 74, 46.417, 50.627
Wed May 17 18:39:45 EDT 2017, 0.690, 9, 2, 0.360, 2, 3, 83, 383, 38, 2, 19, 29, 3.240, 3.987
Wed May 17 18:40:05 EDT 2017, 0.940, 2, 4, 0.610, 4, 9, 60, 458, 61, 6, 32, 52, 17.633, 19.473
Wed May 17 18:40:13 EDT 2017, 0.440, 7, 9, 0.110, 8, 5, 15, 308, 16, 16, 7, 97, 7.563, 7.647
Wed May 17 18:40:37 EDT 2017, 0.310, 1, 1, 0.990, 3, 4, 49, 420, 94, 9, 25, 18, 24.293, 17.087
Wed May 17 18:41:27 EDT 2017, 0.810, 6, 5, 0.490, 7, 8, 94, 570, 49, 18, 0, 63, 48.747, 39.433
Wed May 17 18:42:02 EDT 2017, 0.560, 3, 8, 0.740, 5, 1, 71, 345, 72, 14, 38, 86, 34.170, 34.313
Wed May 17 18:42:09 EDT 2017, 0.060, 8, 3, 0.240, 1, 6, 26, 495, 27, 4, 13, 41, 5.410, 6.403
Wed May 17 18:42:59 EDT 2017, 0.090, 3, 2, 0.020, 5, 8, 80, 580, 24, 18, 11, 72, 49.897, 31.137
Wed May 17 18:43:10 EDT 2017, 0.590, 8, 6, 0.520, 9, 3, 35, 430, 69, 8, 36, 27, 9.353, 10.690
Wed May 17 18:43:19 EDT 2017, 0.840, 1, 8, 0.270, 7, 6, 12, 505, 47, 4, 24, 49, 6.097, 8.630
Wed May 17 18:44:38 EDT 2017, 0.340, 5, 4, 0.770, 2, 1, 57, 355, 92, 13, 49, 94, 78.223, 60.663
Wed May 17 18:44:39 EDT 2017, 0.470, 2, 5, 0.140, 6, 2, 91, 392, 13, 1, 18, 15, 0.437, 0.440
Wed May 17 18:46:01 EDT 2017, 0.970, 6, 1, 0.640, 1, 7, 46, 542, 58, 11, 43, 60, 81.023, 54.953
Wed May 17 18:46:30 EDT 2017, 0.720, 4, 3, 0.390, 4, 4, 24, 317, 35, 15, 5, 83, 28.963, 22.213
Wed May 17 18:46:46 EDT 2017, 0.220, 9, 7, 0.890, 8, 9, 69, 467, 80, 6, 30, 38, 12.330, 15.810
Wed May 17 18:46:54 EDT 2017, 0.160, 1, 5, 0.710, 9, 8, 86, 336, 18, 19, 27, 44, 6.900, 5.607
Wed May 17 18:47:29 EDT 2017, 0.660, 6, 9, 0.210, 4, 4, 41, 486, 63, 9, 2, 89, 26.587, 33.593
Wed May 17 18:47:40 EDT 2017, 0.910, 4, 7, 0.960, 2, 6, 18, 411, 41, 5, 39, 66, 7.877, 10.730
Wed May 17 18:48:22 EDT 2017, 0.410, 8, 2, 0.460, 6, 2, 63, 561, 86, 14, 14, 21, 41.793, 26.690
Wed May 17 18:48:28 EDT 2017, 0.280, 5, 8, 0.580, 1, 1, 97, 524, 30, 2, 46, 77, 3.477, 5.317
Wed May 17 18:48:52 EDT 2017, 0.780, 9, 3, 0.080, 5, 5, 52, 374, 75, 12, 21, 32, 23.487, 18.733
Wed May 17 18:49:12 EDT 2017, 0.530, 2, 1, 0.830, 8, 3, 29, 599, 52, 17, 33, 10, 19.173, 11.160
Wed May 17 18:49:42 EDT 2017, 0.030, 7, 6, 0.330, 3, 7, 74, 449, 97, 7, 8, 55, 26.313, 30.370
Wed May 17 18:50:01 EDT 2017, 0.050, 5, 4, 0.970, 5, 2, 11, 481, 51, 11, 18, 36, 17.627, 15.590
Wed May 17 18:50:08 EDT 2017, 0.550, 9, 9, 0.470, 1, 7, 56, 331, 96, 1, 43, 81, 4.913, 7.093
Wed May 17 18:50:19 EDT 2017, 0.800, 3, 6, 0.720, 3, 4, 78, 556, 28, 6, 6, 59, 8.233, 10.087
Wed May 17 18:50:38 EDT 2017, 0.300, 7, 2, 0.220, 7, 9, 33, 406, 73, 16, 31, 14, 19.120, 11.930
Wed May 17 18:50:56 EDT 2017, 0.420, 1, 8, 0.850, 4, 8, 22, 369, 39, 9, 0, 93, 14.287, 17.270
Wed May 17 18:52:16 EDT 2017, 0.920, 6, 3, 0.350, 9, 3, 67, 519, 84, 18, 25, 48, 79.520, 57.213
Wed May 17 18:52:26 EDT 2017, 0.670, 4, 1, 0.600, 6, 5, 90, 444, 17, 13, 12, 25, 9.027, 5.690
Wed May 17 18:52:52 EDT 2017, 0.170, 8, 5, 0.100, 2, 1, 45, 594, 62, 4, 37, 70, 19.013, 26.000
Wed May 17 18:53:25 EDT 2017, 0.230, 2, 2, 0.290, 1, 2, 17, 425, 34, 12, 40, 65, 32.077, 22.263
Wed May 17 18:53:31 EDT 2017, 0.730, 7, 7, 0.790, 6, 6, 62, 575, 79, 3, 15, 20, 4.020, 6.150
Wed May 17 18:53:33 EDT 2017, 0.980, 4, 9, 0.040, 8, 4, 84, 350, 11, 7, 28, 42, 1.477, 1.863
Wed May 17 18:54:41 EDT 2017, 0.480, 9, 5, 0.540, 3, 8, 39, 500, 56, 17, 3, 87, 67.037, 52.827
Wed May 17 18:54:53 EDT 2017, 0.360, 3, 6, 0.410, 9, 9, 28, 538, 45, 10, 34, 31, 10.357, 11.043
Wed May 17 19:17:42 EDT 2017, 0.860, 8, 1, 0.910, 5, 5, 73, 388, 90, 19, 9, 76, 695.520, 1315.693
Wed May 17 19:18:10 EDT 2017, 0.610, 1, 4, 0.160, 2, 7, 95, 463, 23, 15, 46, 98, 27.193, 21.967
Wed May 17 19:18:21 EDT 2017, 0.110, 5, 8, 0.660, 7, 3, 50, 313, 68, 5, 21, 53, 7.630, 10.280
Wed May 17 19:18:58 EDT 2017, 0.080, 1, 7, 0.570, 8, 5, 59, 378, 76, 17, 1, 62, 36.363, 32.410
Wed May 17 19:19:03 EDT 2017, 0.580, 5, 3, 0.070, 3, 9, 14, 528, 31, 8, 26, 17, 4.827, 4.463
Wed May 17 19:19:13 EDT 2017, 0.830, 3, 5, 0.820, 1, 2, 36, 303, 99, 3, 14, 39, 7.027, 9.640
Wed May 17 19:19:45 EDT 2017, 0.330, 7, 9, 0.320, 5, 7, 81, 453, 54, 13, 39, 84, 28.960, 31.020
Wed May 17 19:19:51 EDT 2017, 0.450, 4, 2, 0.690, 2, 6, 70, 566, 65, 1, 20, 28, 4.203, 5.967
Wed May 17 19:20:00 EDT 2017, 0.950, 9, 6, 0.190, 7, 1, 25, 416, 20, 10, 45, 73, 8.480, 8.767
Wed May 17 19:21:12 EDT 2017, 0.700, 2, 8, 0.940, 9, 8, 48, 491, 87, 15, 7, 96, 71.613, 69.723
Wed May 17 19:21:22 EDT 2017, 0.200, 6, 4, 0.440, 4, 4, 93, 341, 42, 6, 32, 51, 8.857, 9.833
Wed May 17 19:21:41 EDT 2017, 0.140, 3, 9, 0.130, 4, 3, 64, 510, 59, 19, 35, 34, 18.340, 17.437
Wed May 17 19:21:48 EDT 2017, 0.640, 8, 4, 0.630, 8, 7, 19, 360, 14, 9, 10, 79, 7.130, 6.673
Wed May 17 19:22:26 EDT 2017, 0.890, 1, 2, 0.380, 6, 1, 42, 585, 82, 4, 48, 56, 35.937, 36.833
Wed May 17 19:22:29 EDT 2017, 0.390, 6, 7, 0.880, 2, 5, 87, 435, 37, 14, 23, 11, 2.880, 2.833
Wed May 17 19:22:46 EDT 2017, 0.270, 2, 3, 0.000, 7, 6, 76, 322, 70, 2, 42, 90, 12.723, 17.213
Wed May 17 19:22:54 EDT 2017, 0.770, 7, 8, 0.500, 3, 2, 31, 472, 25, 12, 17, 45, 6.787, 7.383
Wed May 17 19:23:11 EDT 2017, 0.520, 5, 6, 0.250, 5, 9, 53, 397, 93, 16, 29, 22, 17.273, 15.370
Wed May 17 19:24:03 EDT 2017, 0.020, 9, 1, 0.750, 9, 4, 98, 547, 48, 7, 4, 67, 50.950, 38.860
Wed May 17 19:26:34 EDT 2017, 0.020, 4, 5, 0.620, 1, 4, 23, 456, 88, 17, 48, 98, 150.167, 134.387
Wed May 17 19:26:58 EDT 2017, 0.520, 8, 1, 0.120, 5, 8, 68, 306, 43, 8, 23, 53, 22.963, 16.940
Wed May 17 19:27:08 EDT 2017, 0.770, 1, 3, 0.870, 7, 1, 90, 531, 65, 3, 36, 30, 7.860, 10.453
Wed May 17 19:27:17 EDT 2017, 0.270, 6, 8, 0.370, 3, 6, 45, 381, 20, 12, 11, 75, 7.783, 8.367
Wed May 17 19:27:41 EDT 2017, 0.400, 3, 2, 0.500, 9, 7, 12, 343, 99, 5, 30, 41, 23.263, 21.257
Wed May 17 19:28:30 EDT 2017, 0.900, 7, 6, 0.000, 4, 2, 57, 493, 54, 15, 5, 86, 48.337, 42.323
Wed May 17 19:29:10 EDT 2017, 0.650, 5, 9, 0.750, 2, 9, 79, 418, 77, 19, 42, 64, 40.143, 37.080
Wed May 17 19:29:17 EDT 2017, 0.150, 9, 4, 0.250, 6, 5, 34, 568, 32, 10, 17, 19, 6.180, 5.807
Wed May 17 19:29:34 EDT 2017, 0.210, 1, 8, 0.060, 6, 4, 29, 437, 94, 16, 14, 25, 16.990, 16.643
Wed May 17 19:30:02 EDT 2017, 0.710, 5, 4, 0.560, 1, 9, 74, 587, 49, 6, 39, 70, 25.360, 27.380
Wed May 17 19:30:32 EDT 2017, 0.960, 3, 1, 0.310, 4, 2, 96, 362, 71, 2, 2, 92, 24.077, 29.243
Wed May 17 19:30:42 EDT 2017, 0.460, 8, 6, 0.810, 8, 6, 51, 512, 26, 11, 27, 47, 9.450, 9.853
Wed May 17 19:31:10 EDT 2017, 0.340, 4, 5, 0.180, 5, 5, 17, 549, 82, 4, 8, 58, 19.417, 26.567
Wed May 17 19:31:12 EDT 2017, 0.840, 9, 9, 0.680, 9, 1, 62, 399, 37, 13, 33, 13, 2.457, 2.683
Wed May 17 19:31:33 EDT 2017, 0.590, 2, 7, 0.430, 7, 8, 85, 474, 60, 18, 20, 36, 20.877, 19.143
Wed May 17 19:31:41 EDT 2017, 0.090, 6, 3, 0.930, 2, 3, 40, 324, 15, 9, 45, 81, 7.703, 7.057
Wed May 17 19:31:46 EDT 2017, 0.120, 2, 3, 0.780, 3, 1, 71, 409, 18, 14, 28, 22, 4.460, 3.473
Wed May 17 19:32:08 EDT 2017, 0.620, 6, 8, 0.280, 8, 6, 26, 559, 63, 5, 3, 67, 15.270, 21.697
Wed May 17 19:32:26 EDT 2017, 0.870, 4, 6, 0.530, 6, 3, 48, 334, 40, 9, 41, 89, 15.473, 17.160
Wed May 17 19:40:43 EDT 2017, 0.370, 8, 1, 0.030, 1, 8, 93, 484, 85, 19, 16, 44, 387.823, 465.707
Wed May 17 19:40:53 EDT 2017, 0.490, 3, 9, 0.900, 7, 9, 60, 596, 29, 7, 47, 55, 7.120, 9.523
Wed May 17 19:41:02 EDT 2017, 0.990, 7, 4, 0.400, 2, 4, 15, 446, 74, 16, 22, 10, 8.947, 6.880
Wed May 17 19:41:32 EDT 2017, 0.740, 1, 2, 0.650, 4, 7, 37, 521, 51, 12, 34, 33, 29.643, 20.057
Wed May 17 19:41:47 EDT 2017, 0.240, 5, 7, 0.150, 9, 2, 82, 371, 96, 2, 9, 78, 9.917, 14.690
Wed May 17 19:42:43 EDT 2017, 0.180, 4, 1, 0.460, 8, 3, 76, 503, 23, 13, 6, 95, 55.037, 34.733
Wed May 17 19:42:53 EDT 2017, 0.680, 9, 5, 0.960, 4, 7, 31, 353, 68, 3, 31, 50, 7.177, 10.200
Wed May 17 19:43:02 EDT 2017, 0.930, 2, 7, 0.210, 2, 5, 54, 578, 46, 8, 19, 27, 7.093, 8.510
Wed May 17 19:50:59 EDT 2017, 0.430, 7, 3, 0.710, 6, 9, 99, 428, 91, 18, 44, 72, 250.330, 439.420
Wed May 17 19:51:01 EDT 2017, 0.300, 1, 6, 0.340, 3, 8, 65, 315, 12, 6, 12, 39, 1.533, 1.770
Wed May 17 19:53:23 EDT 2017, 0.800, 6, 2, 0.840, 7, 4, 20, 465, 57, 15, 37, 84, 133.840, 122.417
Wed May 17 19:53:40 EDT 2017, 0.550, 3, 4, 0.090, 9, 6, 43, 390, 35, 11, 0, 61, 16.747, 15.073
Wed May 17 19:53:42 EDT 2017, 0.050, 8, 8, 0.590, 5, 2, 88, 540, 80, 1, 25, 16, 1.427, 1.913
Wed May 17 19:54:49 EDT 2017, 0.040, 2, 1, 0.200, 7, 9, 44, 348, 36, 16, 40, 88, 66.653, 39.657
Wed May 17 19:55:12 EDT 2017, 0.540, 6, 6, 0.700, 2, 5, 89, 498, 81, 7, 15, 43, 18.370, 22.117
Wed May 17 19:55:13 EDT 2017, 0.790, 4, 8, 0.450, 5, 7, 67, 423, 13, 2, 27, 20, 0.440, 0.610
Wed May 17 19:56:06 EDT 2017, 0.290, 8, 3, 0.950, 9, 2, 22, 573, 58, 11, 2, 65, 52.750, 44.180
Wed May 17 19:56:16 EDT 2017, 0.410, 5, 7, 0.070, 3, 1, 33, 460, 47, 4, 34, 54, 6.860, 9.593
Wed May 17 20:03:17 EDT 2017, 0.910, 9, 2, 0.570, 8, 6, 78, 310, 92, 14, 9, 99, 220.480, 329.013
Wed May 17 20:03:46 EDT 2017, 0.660, 3, 5, 0.320, 6, 3, 55, 535, 25, 19, 46, 77, 28.307, 22.477
Wed May 17 20:03:58 EDT 2017, 0.160, 7, 9, 0.820, 1, 8, 10, 385, 70, 9, 21, 32, 8.490, 10.523
Wed May 17 20:04:11 EDT 2017, 0.230, 3, 3, 0.510, 2, 7, 50, 554, 53, 15, 24, 15, 13.087, 10.013
Wed May 17 20:04:36 EDT 2017, 0.730, 8, 7, 0.010, 6, 3, 95, 404, 98, 5, 49, 60, 17.263, 23.877
Wed May 17 20:04:40 EDT 2017, 0.980, 1, 5, 0.760, 8, 5, 72, 479, 30, 1, 12, 82, 2.750, 4.203
Wed May 17 20:05:16 EDT 2017, 0.480, 5, 1, 0.260, 4, 1, 27, 329, 75, 10, 37, 37, 35.470, 24.097
Wed May 17 20:05:24 EDT 2017, 0.350, 2, 9, 0.640, 7, 2, 38, 442, 42, 3, 5, 71, 5.133, 7.640
Wed May 17 20:05:56 EDT 2017, 0.850, 7, 4, 0.140, 3, 6, 83, 592, 87, 13, 30, 26, 32.050, 27.120
Wed May 17 20:06:13 EDT 2017, 0.600, 4, 2, 0.890, 1, 4, 61, 367, 19, 17, 18, 48, 15.943, 9.853
Wed May 17 20:06:59 EDT 2017, 0.100, 9, 6, 0.390, 5, 9, 16, 517, 64, 8, 43, 93, 39.683, 43.927
Wed May 17 20:07:04 EDT 2017, 0.070, 4, 8, 0.360, 9, 7, 92, 582, 56, 14, 32, 12, 5.570, 5.687
Wed May 17 20:07:08 EDT 2017, 0.570, 9, 3, 0.860, 5, 2, 47, 432, 11, 5, 7, 57, 3.053, 3.380
Wed May 17 20:25:47 EDT 2017, 0.820, 2, 1, 0.110, 3, 9, 24, 507, 78, 10, 44, 79, 434.487, 1050.917
Wed May 17 20:25:58 EDT 2017, 0.320, 6, 5, 0.610, 7, 4, 69, 357, 33, 19, 19, 34, 10.983, 8.923
Wed May 17 20:26:25 EDT 2017, 0.450, 1, 4, 0.480, 1, 3, 81, 395, 67, 7, 38, 68, 24.683, 25.990
Wed May 17 20:26:29 EDT 2017, 0.950, 5, 9, 0.980, 6, 8, 36, 545, 22, 17, 13, 23, 4.410, 4.360
Wed May 17 20:26:50 EDT 2017, 0.700, 3, 7, 0.230, 8, 1, 13, 320, 89, 12, 26, 46, 19.343, 20.237
Wed May 17 20:27:09 EDT 2017, 0.200, 7, 2, 0.730, 4, 5, 58, 470, 44, 2, 1, 91, 14.627, 18.383
Wed May 17 20:27:44 EDT 2017, 0.130, 2, 6, 0.920, 4, 6, 97, 301, 73, 13, 4, 85, 34.930, 32.467
